1.00,2015-11-19T07:28:32.931Z
1.00,2015-11-19T07:27:21.892Z
1.00,2015-11-19T07:26:32.896Z
1.00,2015-11-19T07:25:32.881Z
1.00,2015-11-19T07:24:21.785Z
0.00,2015-11-19T07:23:32.735Z
1.00,2015-11-19T07:22:21.685Z
1.00,2015-11-19T07:21:32.652Z
1.00,2015-11-19T07:20:32.646Z
0.00,2015-11-19T07:19:21.593Z
1.00,2015-11-19T07:18:32.496Z
1.00,2015-11-19T07:17:21.407Z
1.00,2015-11-19T07:15:43.635Z
3.00,2015-11-19T07:14:44.184Z
3.00,2015-11-19T07:14:21.339Z
0.00,2015-11-19T07:12:46.602Z
1.00,2015-11-19T07:12:21.283Z
1.00,2015-11-19T07:11:32.232Z
1.00,2015-11-19T07:10:32.140Z
1.00,2015-11-19T07:08:43.386Z
0.00,2015-11-19T07:08:21.073Z
1.00,2015-11-19T07:07:21.031Z
1.00,2015-11-19T07:06:32.087Z
1.00,2015-11-19T07:05:31.994Z
1.00,2015-11-19T07:04:20.942Z
0.00,2015-11-19T07:02:43.138Z
1.00,2015-11-19T07:01:31.703Z
1.00,2015-11-19T06:59:42.933Z
1.00,2015-11-19T06:58:42.928Z
1.00,2015-11-19T06:58:31.570Z
1.00,2015-11-19T06:57:20.579Z
0.00,2015-11-19T06:56:20.569Z
1.00,2015-11-19T06:55:20.500Z
1.00,2015-11-19T06:54:20.449Z
0.00,2015-11-19T06:53:31.436Z
1.00,2015-11-19T06:51:45.746Z
0.00,2015-11-19T06:51:20.416Z
1.00,2015-11-19T06:50:20.409Z
0.00,2015-11-19T06:49:20.394Z
1.00,2015-11-19T06:48:31.346Z
1.00,2015-11-19T06:46:42.661Z
0.00,2015-11-19T06:45:42.579Z
1.00,2015-11-19T06:44:42.555Z
1.00,2015-11-19T06:44:20.178Z
0.00,2015-11-19T06:43:31.118Z
1.00,2015-11-19T06:42:20.060Z
1.00,2015-11-19T06:41:20.062Z
1.00,2015-11-19T06:40:20.056Z
0.00,2015-11-19T06:39:30.986Z
1.00,2015-11-19T06:38:20.266Z
1.00,2015-11-19T06:37:19.912Z
1.00,2015-11-19T06:36:19.913Z
1.00,2015-11-19T06:34:42.447Z
1.00,2015-11-19T06:33:42.218Z
1.00,2015-11-19T06:32:42.549Z
1.00,2015-11-19T06:32:19.820Z
1.00,2015-11-19T06:31:19.809Z
2.00,2015-11-19T06:30:20.778Z
1.00,2015-11-19T06:28:42.035Z
2.00,2015-11-19T06:28:19.644Z
1.00,2015-11-19T06:27:30.705Z
2.00,2015-11-19T06:26:19.622Z
2.00,2015-11-19T06:25:19.539Z
1.00,2015-11-19T06:24:19.534Z
1.00,2015-11-19T06:22:41.878Z
2.00,2015-11-19T06:22:19.456Z
1.00,2015-11-19T06:20:41.755Z
2.00,2015-11-19T06:20:19.343Z
2.00,2015-11-19T06:18:41.713Z
2.00,2015-11-19T06:18:19.277Z
6.00,2015-11-19T06:17:30.156Z
5.00,2015-11-19T06:16:19.173Z
3.00,2015-11-19T06:15:30.143Z
1.00,2015-11-19T06:14:30.102Z
3.00,2015-11-19T06:13:30.111Z
2.00,2015-11-19T06:12:19.138Z
1.00,2015-11-19T06:10:41.527Z
1.00,2015-11-19T06:10:19.583Z
1.00,2015-11-19T06:09:20.134Z
1.00,2015-11-19T06:08:19.112Z
1.00,2015-11-19T06:07:30.202Z
1.00,2015-11-19T06:05:41.467Z
8.00,2015-11-19T06:05:31.170Z
1.00,2015-11-19T06:04:19.003Z
2.00,2015-11-19T06:02:41.456Z
1.00,2015-11-19T06:02:29.987Z
11.00,2015-11-19T06:01:19.042Z
1.00,2015-11-19T05:59:43.234Z
1.00,2015-11-19T05:59:18.837Z
1.00,2015-11-19T05:58:29.964Z
2.00,2015-11-19T05:57:29.849Z
1.00,2015-11-19T05:56:18.786Z
1.00,2015-11-19T05:55:29.868Z
2.00,2015-11-19T05:54:29.927Z
1.00,2015-11-19T05:53:18.695Z
1.00,2015-11-19T05:51:41.428Z
1.00,2015-11-19T05:51:29.648Z
1.00,2015-11-19T05:50:30.039Z
1.00,2015-11-19T05:49:29.943Z
1.00,2015-11-19T05:47:41.085Z
1.00,2015-11-19T05:47:29.613Z
2.00,2015-11-19T05:45:41.453Z
9.00,2015-11-19T05:44:41.029Z
1.00,2015-11-19T05:44:29.465Z
2.00,2015-11-19T05:42:40.942Z
4.00,2015-11-19T05:42:29.384Z
11.00,2015-11-19T05:41:19.067Z
2.00,2015-11-19T05:40:29.299Z
1.00,2015-11-19T05:38:40.718Z
3.00,2015-11-19T05:38:29.208Z
1.00,2015-11-19T05:37:18.168Z
1.00,2015-11-19T05:36:29.059Z
1.00,2015-11-19T05:34:40.809Z
1.00,2015-11-19T05:34:18.058Z
0.00,2015-11-19T05:33:18.130Z
1.00,2015-11-19T05:32:17.947Z
1.00,2015-11-19T05:31:28.831Z
0.00,2015-11-19T05:30:18.265Z
1.00,2015-11-19T05:29:28.658Z
0.00,2015-11-19T05:27:40.132Z
1.00,2015-11-19T05:26:40.088Z
0.00,2015-11-19T05:25:40.029Z
1.00,2015-11-19T05:24:39.975Z
0.00,2015-11-19T05:24:17.519Z
0.00,2015-11-19T05:23:17.427Z
1.00,2015-11-19T05:22:28.310Z
0.00,2015-11-19T05:21:17.457Z
1.00,2015-11-19T05:20:17.747Z
0.00,2015-11-19T05:19:17.278Z
1.00,2015-11-19T05:18:28.160Z
0.00,2015-11-19T05:16:40.368Z
1.00,2015-11-19T05:15:39.798Z
1.00,2015-11-19T05:15:28.272Z
0.00,2015-11-19T05:13:39.654Z
1.00,2015-11-19T05:13:28.279Z
1.00,2015-11-19T05:12:27.928Z
0.00,2015-11-19T05:10:39.687Z
1.00,2015-11-19T05:10:27.824Z
1.00,2015-11-19T05:08:40.165Z
0.00,2015-11-19T05:08:27.702Z
1.00,2015-11-19T05:06:39.257Z
1.00,2015-11-19T05:05:39.154Z
0.00,2015-11-19T05:04:39.161Z
1.00,2015-11-19T05:04:27.382Z
1.00,2015-11-19T05:03:16.384Z
0.00,2015-11-19T05:01:38.849Z
1.00,2015-11-19T05:01:16.531Z
1.00,2015-11-19T05:00:27.145Z
1.00,2015-11-19T04:59:16.218Z
1.00,2015-11-19T04:57:41.728Z
0.00,2015-11-19T04:56:38.638Z
1.00,2015-11-19T04:56:27.202Z
1.00,2015-11-19T04:55:16.068Z
1.00,2015-11-19T04:54:26.903Z
1.00,2015-11-19T04:53:26.897Z
0.00,2015-11-19T04:51:38.460Z
1.00,2015-11-19T04:50:38.413Z
1.00,2015-11-19T04:50:16.082Z
1.00,2015-11-19T04:48:38.576Z
0.00,2015-11-19T04:47:15.644Z
1.00,2015-11-19T04:45:38.466Z
1.00,2015-11-19T04:45:26.730Z
1.00,2015-11-19T04:44:26.428Z
0.00,2015-11-19T04:43:15.416Z
1.00,2015-11-19T04:42:15.370Z
0.00,2015-11-19T04:41:26.227Z
1.00,2015-11-19T04:39:37.832Z
1.00,2015-11-19T04:39:26.074Z
0.00,2015-11-19T04:38:15.069Z
1.00,2015-11-19T04:36:38.613Z
1.00,2015-11-19T04:36:17.030Z
0.00,2015-11-19T04:35:14.934Z
1.00,2015-11-19T04:34:25.822Z
1.00,2015-11-19T04:33:14.894Z
0.00,2015-11-19T04:32:14.817Z
1.00,2015-11-19T04:31:14.806Z
1.00,2015-11-19T04:29:37.383Z
1.00,2015-11-19T04:28:37.285Z
0.00,2015-11-19T04:28:14.670Z
1.00,2015-11-19T04:27:14.616Z
1.00,2015-11-19T04:25:37.224Z
0.00,2015-11-19T04:25:14.537Z
1.00,2015-11-19T04:23:37.141Z
